	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
RAPH1	3.6164716883911e-287	1.10529282948416	0.836	0.826	7.23294337678221e-284	MP	RAPH1
SLC40A1	5.15612903337122e-282	1.96352457735764	0.845	0.597	1.03122580667424e-278	MP	SLC40A1
HLA-DMB	1.1722941301837e-279	1.54052659933952	0.973	0.766	2.3445882603674e-276	MP	HLA-DMB
PLSCR1	2.07945814152405e-277	1.34201370238979	0.958	0.643	4.1589162830481e-274	MP	PLSCR1
SOD2	2.24746911873125e-277	2.1906031922421	0.951	0.659	4.49493823746251e-274	MP	SOD2
RHOU	8.06288868596019e-277	1.19133470194367	0.918	0.671	1.61257773719204e-273	MP	RHOU
CFD	2.99497559555011e-272	1.28649617684193	0.954	0.823	5.98995119110022e-269	MP	CFD
RASSF4	5.13329140411765e-271	0.826070261532989	0.879	0.843	1.02665828082353e-267	MP	RASSF4
PAPSS2	2.87220650390777e-270	0.800221386781345	0.912	0.549	5.74441300781553e-267	MP	PAPSS2
PHACTR1	9.68272063100732e-270	1.6201129143546	0.887	0.524	1.93654412620146e-266	MP	PHACTR1
NEAT1	5.45022306999529e-267	2.03324004418496	0.981	0.951	1.09004461399906e-263	MP	NEAT1
ATP13A3	4.51007642648894e-265	1.54674419573941	0.923	0.72	9.02015285297788e-262	MP	ATP13A3
FGD4	2.91766759005998e-264	1.1716829948622	0.824	0.632	5.83533518011995e-261	MP	FGD4
CD36	1.86307827662846e-261	1.41881325919909	0.845	0.658	3.72615655325691e-258	MP	CD36
MAN1A1	8.92410354656788e-258	1.87227771587776	0.987	0.9	1.78482070931358e-254	MP	MAN1A1
SH2B3	8.56481967123304e-256	1.3126706166456	0.857	0.713	1.71296393424661e-252	MP	SH2B3
RGS2	2.29013260061723e-254	2.2260419369574	0.973	0.924	4.58026520123446e-251	MP	RGS2
PTGS2	4.12853241917299e-254	1.4675501323939	0.954	0.637	8.25706483834597e-251	MP	PTGS2
C1orf162	3.78743064988407e-253	1.30663513104172	0.871	0.833	7.57486129976814e-250	MP	C1orf162
HAVCR2	2.03424816937245e-250	1.08001443995666	0.945	0.53	4.0684963387449e-247	MP	HAVCR2
RUNX1	3.78678299081636e-249	1.45186880997085	0.924	0.741	7.57356598163272e-246	MP	RUNX1
CTTNBP2NL	6.47295792080438e-248	1.0041133176957	0.857	0.758	1.29459158416088e-244	MP	CTTNBP2NL
HIF1A	3.51026891139554e-246	1.57385058676135	0.946	0.745	7.02053782279109e-243	MP	HIF1A
ABCA6	3.99479359242693e-246	0.593142089369798	0.93	0.621	7.98958718485387e-243	MP	ABCA6
TM6SF1	4.56150551821431e-244	0.69823806323782	0.852	0.648	9.12301103642863e-241	MP	TM6SF1
B3GNT5	4.49694945831727e-242	1.34939817217651	0.805	0.457	8.99389891663454e-239	MP	B3GNT5
SHTN1	1.58339033522892e-240	0.999600184463587	0.751	0.441	3.16678067045784e-237	MP	SHTN1
ATF31	3.41868885797259e-236	1.61587944838163	0.974	0.804	6.83737771594518e-233	MP	ATF3
COLEC12	1.07565054287078e-235	0.802469688929287	0.907	0.532	2.15130108574156e-232	MP	COLEC12
CXCL3	8.8659987607039e-234	1.84369901585587	0.872	0.769	1.77319975214078e-230	MP	CXCL3
NR4A3	1.30604409030254e-233	1.8009237465385	0.98	0.865	2.61208818060509e-230	MP	NR4A3
TLR4	1.43607763526883e-233	1.06523082551512	0.872	0.561	2.87215527053765e-230	MP	TLR4
IRS2	1.66536466871555e-229	1.45559163225504	0.818	0.78	3.33072933743109e-226	MP	IRS2
CIITA	5.04532352638273e-229	0.919123078010138	0.924	0.597	1.00906470527655e-225	MP	CIITA
CD93	6.11971397044752e-229	1.19081069747036	0.749	0.474	1.2239427940895e-225	MP	CD93
CTSC	4.6762004269161e-228	1.72644761924489	0.977	0.814	9.35240085383221e-225	MP	CTSC
TBXAS1	7.86282829511908e-228	1.0473474016521	0.844	0.747	1.57256565902382e-224	MP	TBXAS1
C31	3.83062992466298e-227	0.50217146461179	0.499	0.838	7.66125984932596e-224	MP	C3
GAS61	3.05775406276404e-224	1.01647925597117	0.927	0.52	6.11550812552808e-221	MP	GAS6
LTC4S	6.37748245707947e-222	1.13414849515871	0.731	0.701	1.27549649141589e-218	MP	LTC4S
LPCAT2	6.22466423884517e-220	0.885363232086685	0.805	0.682	1.24493284776903e-216	MP	LPCAT2
RILPL2	2.36885124553851e-217	1.43359930882337	0.931	0.843	4.73770249107702e-214	MP	RILPL2
TLR5	5.72217274154738e-216	0.571554470486994	0.883	0.487	1.14443454830948e-212	MP	TLR5
SLC8A1	7.53881504774943e-216	1.02439078417421	0.789	0.49	1.50776300954989e-212	MP	SLC8A1
IRAK3	2.94444334051224e-215	1.12099004828604	0.766	0.507	5.88888668102448e-212	MP	IRAK3
SCN9A	1.65802667989805e-214	0.739490446610851	0.945	0.65	3.3160533597961e-211	MP	SCN9A
TNFAIP2	1.54843089817993e-212	1.16299355719752	0.849	0.71	3.09686179635987e-209	MP	TNFAIP2
SEMA4A1	1.70150954969245e-210	0.908129253336141	0.966	0.726	3.4030190993849e-207	MP	SEMA4A
CCDC88A	2.66470845342845e-205	1.25078203780003	0.863	0.765	5.3294169068569e-202	MP	CCDC88A
IL18	3.55598281139039e-203	0.833247214245827	0.646	0.48	7.11196562278079e-200	MP	IL18
OTUD1	2.44289285476438e-202	1.39158351028993	0.93	0.636	4.88578570952876e-199	MP	OTUD1
PLXDC2	3.9551445904484e-201	1.09367721546494	0.744	0.545	7.91028918089679e-198	MP	PLXDC2
TRIB1	1.12386363796171e-199	0.87369376868766	0.674	0.772	2.24772727592341e-196	MP	TRIB1
GZF1	1.37588602905235e-198	0.818224495634799	0.925	0.751	2.75177205810471e-195	MP	GZF1
RNF144B	4.43988243883442e-198	1.01866781797873	0.734	0.499	8.87976487766883e-195	MP	RNF144B
SRGAP1	1.16816630192658e-197	1.08780060044497	0.71	0.365	2.33633260385316e-194	MP	SRGAP1
IL1RAP	2.26979319583153e-196	0.258388603981716	0.514	0.884	4.53958639166307e-193	MP	IL1RAP
BMP2K	3.85918419660811e-196	0.996118810685475	0.879	0.627	7.71836839321622e-193	MP	BMP2K
SLC1A3	7.27501621005858e-196	1.02920886037223	0.677	0.449	1.45500324201172e-192	MP	SLC1A3
CPM	3.40856367750764e-193	0.957526796401129	0.758	0.555	6.81712735501528e-190	MP	CPM
ACSL1	3.78034081525389e-193	0.870521823432036	0.634	0.534	7.56068163050777e-190	MP	ACSL1
SRGAP2	4.64139935087762e-193	0.88335971892892	0.806	0.791	9.28279870175523e-190	MP	SRGAP2
RASGEF1B	2.81496348128571e-192	1.44344929498252	0.98	0.881	5.62992696257142e-189	MP	RASGEF1B
HLA-DQB1	1.36379010728017e-191	1.47936517094162	0.914	0.621	2.72758021456034e-188	MP	HLA-DQB1
NLRP3	2.15510753241343e-191	0.914129595590154	0.677	0.505	4.31021506482686e-188	MP	NLRP3
ADAM28	7.22795741223572e-189	0.834571319359667	0.844	0.358	1.44559148244714e-185	MP	ADAM28
IGF11	1.28468280133638e-188	1.10387191726722	0.878	0.815	2.56936560267276e-185	MP	IGF1
ARHGAP18	1.16259302402449e-186	1.42674702087873	0.927	0.715	2.32518604804898e-183	MP	ARHGAP18
TYMP	8.56368128806893e-185	1.25528200415806	0.923	0.791	1.71273625761379e-181	MP	TYMP
GRASP	9.49032841983503e-185	1.10182387496915	0.843	0.548	1.89806568396701e-181	MP	GRASP
PYCARD	1.26561819291445e-182	1.14058095562661	0.907	0.599	2.5312363858289e-179	MP	PYCARD
DSE	2.57495671378923e-182	0.964461978138499	0.825	0.799	5.14991342757846e-179	MP	DSE
RGS10	4.19522398281252e-181	1.25923765914621	0.84	0.636	8.39044796562503e-178	MP	RGS10
MAF	9.3200726027977e-180	1.83837704655163	0.952	0.839	1.86401452055954e-176	MP	MAF
ITPR2	1.49801182739353e-178	1.13099141302795	0.817	0.807	2.99602365478705e-175	MP	ITPR2
EMILIN2	9.34479977646265e-174	0.807077911452367	0.866	0.781	1.86895995529253e-170	MP	EMILIN2
CCND1	1.24211439738305e-173	0.726458740090814	0.898	0.474	2.4842287947661e-170	MP	CCND1
GRK3	1.40326004395015e-171	0.562496837183715	0.917	0.555	2.80652008790031e-168	MP	GRK3
MCTP1	3.25355081567351e-168	0.620380929807777	0.816	0.722	6.50710163134702e-165	MP	MCTP1
SAMHD1	1.17130594963724e-167	1.14809215612705	0.957	0.756	2.34261189927449e-164	MP	SAMHD1
ENPP2	1.05599722143655e-163	0.419975559828011	0.92	0.55	2.1119944428731e-160	MP	ENPP2
HRH1	4.90050358450793e-162	0.42321858850134	0.87	0.652	9.80100716901586e-159	MP	HRH1
CXCL12	5.03793780441929e-162	0.865919475658658	0.815	0.445	1.00758756088386e-158	MP	CXCL12
SYK	1.23927830663908e-161	0.766696275177879	0.883	0.613	2.47855661327816e-158	MP	SYK
HERPUD1	3.25204984667031e-161	1.29299398864781	0.947	0.855	6.50409969334062e-158	MP	HERPUD1
ARRB2	4.51796456860842e-161	1.0114405747107	0.864	0.656	9.03592913721684e-158	MP	ARRB2
GNA13	4.17624212093202e-157	1.15553979692504	0.887	0.623	8.35248424186405e-154	MP	GNA13
CCL21	6.2387830262013e-156	1.67161973817844	0.849	0.585	1.24775660524026e-152	MP	CCL2
GK	8.15468974101126e-156	0.74628040467988	0.776	0.779	1.63093794820225e-152	MP	GK
SLC43A2	2.45691907195208e-155	0.673768403812227	0.83	0.449	4.91383814390415e-152	MP	SLC43A2
VCAN	6.16824704299988e-154	0.92581818862589	0.867	0.41	1.23364940859998e-150	MP	VCAN
CLEC4E	8.61879890857305e-154	0.576477371411472	0.63	0.395	1.72375978171461e-150	MP	CLEC4E
MGST2	9.91772469577971e-154	0.69413956100634	0.91	0.728	1.98354493915594e-150	MP	MGST2
TET2	5.28110751588614e-153	1.09755749629949	0.9	0.711	1.05622150317723e-149	MP	TET2
FSCN1	4.19190386533636e-152	0.650340978126004	0.763	0.787	8.38380773067273e-149	MP	FSCN1
HSPA1A	1.89704932849557e-151	1.41446251346863	0.944	0.802	3.79409865699115e-148	MP	HSPA1A
FRMD4A	3.39939084036528e-151	0.656755362952414	0.655	0.69	6.79878168073055e-148	MP	FRMD4A
THBS11	5.86002783148823e-151	0.980866146180553	0.614	0.818	1.17200556629765e-147	MP	THBS1
ZSWIM6	7.54480121032451e-151	0.801222532481147	0.877	0.524	1.5089602420649e-147	MP	ZSWIM6
GAS7	5.59909176679823e-150	0.57823932519917	0.791	0.789	1.11981835335965e-146	MP	GAS7
KYNU	1.5837272805753e-149	0.494452625975922	0.769	0.341	3.1674545611506e-146	MP	KYNU
EIF4E	1.19801370190453e-145	1.27399338546809	0.842	0.764	2.39602740380906e-142	MP	EIF4E
CREB5	5.60806081207739e-144	0.665016894877927	0.775	0.469	1.12161216241548e-140	MP	CREB5
ABL2	7.81438945463283e-143	0.595217709373008	0.491	0.574	1.56287789092657e-139	MP	ABL2
ITGB2	1.28437319977463e-142	1.07493093011979	0.962	0.69	2.56874639954927e-139	MP	ITGB2
JMJD1C	2.3731084518211e-142	1.25838552930889	0.962	0.86	4.7462169036422e-139	MP	JMJD1C
TNS3	3.3165977353313e-141	0.433173454374277	0.955	0.721	6.6331954706626e-138	MP	TNS3
LCP2	5.3118295308631e-139	0.981718862405041	0.819	0.781	1.06236590617262e-135	MP	LCP2
PLXNB2	1.5945307303143e-138	0.4756093321995	0.838	0.439	3.18906146062859e-135	MP	PLXNB2
SASH1	7.62565130254424e-138	0.403203558905386	0.891	0.717	1.52513026050885e-134	MP	SASH1
IL6R	8.52363686099209e-138	0.704473093327004	0.822	0.593	1.70472737219842e-134	MP	IL6R
VMP1	3.78069413128604e-137	1.26900505385272	0.965	0.867	7.56138826257207e-134	MP	VMP1
CCL3	9.29666875468816e-137	1.78234015596874	0.88	0.706	1.85933375093763e-133	MP	CCL3
RNASET2	9.4579089492314e-137	1.07062667486447	0.942	0.858	1.89158178984628e-133	MP	RNASET2
EPB41L21	2.18068262113486e-136	0.78642251272205	0.741	0.775	4.36136524226971e-133	MP	EPB41L2
FMN1	1.53913009839625e-135	0.610576934793513	0.638	0.52	3.0782601967925e-132	MP	FMN1
DAPK1	8.58132978323681e-135	0.557149244782521	0.702	0.406	1.71626595664736e-131	MP	DAPK1
ZNF331	5.29064877672193e-134	1.45248092634013	0.968	0.878	1.05812975534439e-130	MP	ZNF331
ELL2	8.67482104421298e-134	1.16897871944022	0.846	0.711	1.7349642088426e-130	MP	ELL2
FRMD4B	2.85338459858321e-130	1.09240859984825	0.913	0.784	5.70676919716643e-127	MP	FRMD4B
PAK1	5.66688589590076e-130	0.628301822396135	0.906	0.794	1.13337717918015e-126	MP	PAK1
S100A11	7.25346178369242e-129	1.23636672798127	0.934	0.838	1.45069235673848e-125	MP	S100A11
MTSS1	1.08144497359534e-128	0.899676171618612	0.93	0.688	2.16288994719068e-125	MP	MTSS1
SERINC5	1.68767043786461e-128	0.798494338530074	0.89	0.654	3.37534087572922e-125	MP	SERINC5
SORT1	3.00069532032535e-127	0.385898523638505	0.741	0.405	6.0013906406507e-124	MP	SORT1
LAP3	7.15052267681986e-127	0.793145392119695	0.932	0.71	1.43010453536397e-123	MP	LAP3
GADD45B1	6.42279824323188e-126	1.23043274306533	0.96	0.861	1.28455964864638e-122	MP	GADD45B
SCIMP	2.2049845883901e-125	0.484482273723305	0.777	0.383	4.40996917678019e-122	MP	SCIMP
GNAQ	8.41253080640836e-124	0.818890908433672	0.786	0.693	1.68250616128167e-120	MP	GNAQ
G0S2	1.85888076820712e-122	1.69657070707031	0.715	0.432	3.71776153641424e-119	MP	G0S2
HGF	1.09771307218147e-119	0.393699211680594	0.813	0.531	2.19542614436294e-116	MP	HGF
SPINT2	1.62968326130696e-118	0.613556079699912	0.896	0.572	3.25936652261392e-115	MP	SPINT2
CMTM6	6.05672885306428e-118	1.04188403968552	0.92	0.72	1.21134577061286e-114	MP	CMTM6
GCA	2.38293475811265e-117	0.627096750054913	0.859	0.713	4.76586951622531e-114	MP	GCA
MIDN1	6.25375006347886e-117	1.06865257607297	0.927	0.783	1.25075001269577e-113	MP	MIDN
ATP1B3	1.66120798065959e-116	1.29023389500126	0.95	0.787	3.32241596131918e-113	MP	ATP1B3
CERS6	2.59765849566572e-116	0.532586264959461	0.864	0.676	5.19531699133144e-113	MP	CERS6
BID	5.46219348995293e-116	0.804425387875117	0.853	0.641	1.09243869799059e-112	MP	BID
PLEKHO1	1.08906507907646e-115	0.891915803476825	0.96	0.87	2.17813015815293e-112	MP	PLEKHO1
WARS	1.2164998519936e-115	0.259463424721625	0.534	0.805	2.43299970398719e-112	MP	WARS
TTN	1.34081097054788e-115	0.827630214151996	0.985	0.789	2.68162194109576e-112	MP	TTN
HPGDS	2.60097634694363e-114	0.484029328520172	0.601	0.515	5.20195269388727e-111	MP	HPGDS
RAP2B	3.36633997146766e-114	0.956450666225283	0.876	0.592	6.73267994293532e-111	MP	RAP2B
TIMP11	5.7692676308613e-114	1.34835190357407	0.903	0.743	1.15385352617226e-110	MP	TIMP1
CPEB4	7.33200045759609e-114	0.865026331823203	0.91	0.764	1.46640009151922e-110	MP	CPEB4
CD109	4.282362756308e-113	0.432951735016319	0.776	0.616	8.56472551261599e-110	MP	CD109
H1F01	1.09960420484146e-112	0.493105470231542	0.829	0.551	2.19920840968292e-109	MP	H1F0
GPR1831	1.09559753221104e-111	0.987590617946347	0.967	0.965	2.19119506442207e-108	MP	GPR183
MXD1	1.65387715663082e-111	0.848071572200724	0.844	0.713	3.30775431326165e-108	MP	MXD1
DOCK4	1.82670132507983e-110	0.453360791004257	0.619	0.584	3.65340265015966e-107	MP	DOCK4
GPAT3	1.77678371331363e-109	0.614566991271358	0.808	0.69	3.55356742662726e-106	MP	GPAT3
ADM1	2.24693481866133e-109	0.46372031319747	0.496	0.586	4.49386963732267e-106	MP	ADM
IRF8	1.18788954039356e-108	0.605624787961732	0.865	0.486	2.37577908078713e-105	MP	IRF8
GLA	4.61484318828461e-107	0.544129590514	0.898	0.757	9.22968637656922e-104	MP	GLA
TNFSF13B	4.25662027157043e-106	0.659994270111608	0.873	0.765	8.51324054314085e-103	MP	TNFSF13B
VAMP8	2.35929571382778e-105	1.02344835598971	0.941	0.828	4.71859142765557e-102	MP	VAMP8
ICAM11	2.15891717256131e-102	0.855103326634812	0.7	0.697	4.31783434512262e-99	MP	ICAM1
PDK41	6.92995789325596e-101	0.556171141923087	0.439	0.527	1.38599157865119e-97	MP	PDK4
MARCH1	1.46306556124125e-100	0.442946103328451	0.932	0.65	2.92613112248249e-97	MP	MARCH1
ATP8B4	1.32411748283072e-99	0.442561570390547	0.771	0.631	2.64823496566145e-96	MP	ATP8B4
IFNGR2	4.91930847058904e-99	0.644332657188009	0.756	0.623	9.83861694117809e-96	MP	IFNGR2
LACTB	5.72023199808723e-99	0.619947482721878	0.739	0.624	1.14404639961745e-95	MP	LACTB
CLIC2	2.43290656476107e-98	0.402925302508204	0.721	0.573	4.86581312952215e-95	MP	CLIC2
BCL2A1	4.07693217198702e-98	0.893125646200344	0.743	0.836	8.15386434397403e-95	MP	BCL2A1
ST3GAL6	6.97240297049401e-97	0.29899644091593	0.729	0.536	1.3944805940988e-93	MP	ST3GAL6
DEPTOR	1.31135805749239e-96	0.314512188550361	0.785	0.479	2.62271611498478e-93	MP	DEPTOR
ARL5B	3.92442876556334e-94	0.627041661658146	0.937	0.687	7.84885753112669e-91	MP	ARL5B
SRGN	7.37101015429436e-94	1.07684845670499	0.991	0.957	1.47420203085887e-90	MP	SRGN
TGIF1	1.75433469484933e-93	0.831823264390609	0.91	0.73	3.50866938969866e-90	MP	TGIF1
LAPTM5	2.33206479598056e-93	0.773211357565192	0.915	0.859	4.66412959196112e-90	MP	LAPTM5
RND31	5.76724785814502e-91	0.269359177105479	0.531	0.785	1.153449571629e-87	MP	RND3
CTNND1	2.16645870265654e-90	0.48184934002871	0.64	0.552	4.33291740531307e-87	MP	CTNND1
MYOF1	2.80593346760026e-90	0.442127420011936	0.636	0.644	5.61186693520053e-87	MP	MYOF
ZNF267	6.67202386373063e-89	0.765050734437	0.948	0.918	1.33440477274613e-85	MP	ZNF267
ARRDC3	1.37760479936014e-88	1.05696764396585	0.864	0.809	2.75520959872028e-85	MP	ARRDC3
NR4A2	1.39299323504981e-88	1.19928560182789	0.98	0.982	2.78598647009963e-85	MP	NR4A2
SLC11A1	4.14825951957688e-88	0.508915815394122	0.595	0.45	8.29651903915376e-85	MP	SLC11A1
CLCN5	1.77773414377946e-87	0.313685003366384	0.762	0.515	3.55546828755891e-84	MP	CLCN5
CFLAR	7.43681694957378e-86	0.888579426617825	0.869	0.786	1.48736338991476e-82	MP	CFLAR
MAP3K8	8.55066860169912e-85	0.896155153824078	0.856	0.773	1.71013372033982e-81	MP	MAP3K8
NABP1	2.11971231110221e-84	0.882271027333754	0.946	0.78	4.23942462220442e-81	MP	NABP1
SLCO3A1	1.61998625744609e-82	0.355225444081112	0.965	0.743	3.23997251489218e-79	MP	SLCO3A1
CDKN1A1	2.10666869788026e-81	0.689401815038188	0.823	0.779	4.21333739576052e-78	MP	CDKN1A
BASP1	1.65749739440428e-80	0.825891484369355	0.83	0.624	3.31499478880856e-77	MP	BASP1
ALOX5	1.14964042121196e-79	0.296677505192539	0.592	0.496	2.29928084242392e-76	MP	ALOX5
CD84	7.49767192435182e-77	0.711050074098813	0.921	0.896	1.49953438487036e-73	MP	CD84
ZNF1411	9.77225697171427e-77	0.401281005890016	0.933	0.67	1.95445139434285e-73	MP	ZNF141
ENG	3.70097409594079e-76	0.383408015881687	0.73	0.516	7.40194819188159e-73	MP	ENG
GSN1	4.1119597274939e-76	0.683177756999988	0.799	0.676	8.2239194549878e-73	MP	GSN
BHLHE41	1.01953664945671e-75	0.613763401225528	0.667	0.52	2.03907329891342e-72	MP	BHLHE41
HSPB11	1.68388150114514e-75	1.04502738875367	0.87	0.656	3.36776300229029e-72	MP	HSPB1
NECTIN21	2.40967841514307e-75	0.314795915680699	0.812	0.535	4.81935683028615e-72	MP	NECTIN2
SKAP2	3.54593132708462e-75	0.69243323078704	0.913	0.786	7.09186265416923e-72	MP	SKAP2
CCDC170	7.02646080199284e-75	0.399312798436013	0.675	0.503	1.40529216039857e-71	MP	CCDC170
DUSP6	6.61730954030992e-73	0.864178639105908	0.765	0.74	1.32346190806198e-69	MP	DUSP6
NRIP1	6.30012255170089e-72	0.674180620350292	0.851	0.668	1.26002451034018e-68	MP	NRIP1
PELI1	6.73969168085489e-72	0.64920209326414	0.746	0.749	1.34793833617098e-68	MP	PELI1
INHBA	7.57773451477901e-72	0.268165484582945	0.717	0.424	1.5155469029558e-68	MP	INHBA
ZMAT1	7.69346197989061e-71	0.294659891486405	0.829	0.503	1.53869239597812e-67	MP	ZMAT1
CTSH	9.59198921870054e-71	0.758824748206738	0.835	0.686	1.91839784374011e-67	MP	CTSH
SAP30	3.72252152405281e-70	0.320527234636844	0.546	0.719	7.44504304810562e-67	MP	SAP30
FLOT1	1.98487320412531e-68	0.423860379894865	0.832	0.545	3.96974640825063e-65	MP	FLOT1
EFHD2	3.75482547416648e-68	0.597772875369285	0.932	0.711	7.50965094833297e-65	MP	EFHD2
PECAM1	4.24218790412499e-68	0.501617045531409	0.888	0.72	8.48437580824998e-65	MP	PECAM1
LYN	1.28446572765064e-67	0.556588097439482	0.823	0.666	2.56893145530128e-64	MP	LYN
MALT1	2.1705426574374e-67	0.656579142430626	0.835	0.732	4.3410853148748e-64	MP	MALT1
RANBP2	1.04588051809799e-66	0.820079305216175	0.942	0.821	2.09176103619598e-63	MP	RANBP2
ETV6	3.30334809554711e-66	0.4118137186079	0.884	0.742	6.60669619109421e-63	MP	ETV6
TPT11	1.82008602954374e-64	0.593065442456282	0.995	0.998	3.64017205908748e-61	MP	TPT1
CCDC112	2.0801089656569e-64	0.363906721915398	0.845	0.777	4.1602179313138e-61	MP	CCDC112
SPTLC2	2.35017394098443e-64	0.449565244944563	0.608	0.602	4.70034788196885e-61	MP	SPTLC2
SLC7A8	8.34705966363748e-64	0.297618408703058	0.7	0.731	1.6694119327275e-60	MP	SLC7A8
ATP2B1-AS1	8.64752627548262e-64	0.765062029926964	0.826	0.703	1.72950525509652e-60	MP	ATP2B1-AS1
UACA1	1.09951619270272e-63	0.333507788101822	0.883	0.671	2.19903238540544e-60	MP	UACA
PCNX4	1.17845252738691e-63	0.367165646994698	0.839	0.528	2.35690505477383e-60	MP	PCNX4
CNDP2	2.91060779986971e-63	0.430800412841338	0.844	0.595	5.82121559973942e-60	MP	CNDP2
MMP19	3.47160347295816e-63	0.460528506145695	0.548	0.416	6.94320694591633e-60	MP	MMP19
SDCBP	9.34874505573523e-62	0.68550825041057	0.962	0.918	1.86974901114705e-58	MP	SDCBP
LDLR1	2.75828059433525e-61	0.636349842639988	0.917	0.741	5.51656118867051e-58	MP	LDLR
CSGALNACT1	5.2456917267279e-61	0.347696143106796	0.763	0.753	1.04913834534558e-57	MP	CSGALNACT1
MAP2K3	7.01996861193496e-61	0.602007373359009	0.7	0.654	1.40399372238699e-57	MP	MAP2K3
FN11	1.28762090939389e-60	0.272284168828017	0.773	0.498	2.57524181878778e-57	MP	FN1
NCKAP1L	1.43593214437816e-60	0.556667164438591	0.867	0.727	2.87186428875632e-57	MP	NCKAP1L
PFKFB3	2.01449800965318e-60	0.546222527699775	0.904	0.647	4.02899601930636e-57	MP	PFKFB3
HES11	3.78885260217828e-60	0.478914128888913	0.608	0.686	7.57770520435655e-57	MP	HES1
GPNMB1	1.23168658485409e-59	0.447218075774346	0.565	0.539	2.46337316970818e-56	MP	GPNMB
TSPO	1.48581957490505e-59	0.79720534040107	0.874	0.791	2.97163914981009e-56	MP	TSPO
HDAC9	1.56962197419692e-59	0.421543537199807	0.728	0.677	3.13924394839385e-56	MP	HDAC9
PRKAR2B	2.0979153027568e-59	0.318861920690396	0.703	0.547	4.19583060551361e-56	MP	PRKAR2B
ADAM17	2.18912386484638e-59	0.442048112988317	0.648	0.707	4.37824772969276e-56	MP	ADAM17
SCIN	4.3013262557371e-59	0.345247574553524	0.623	0.514	8.6026525114742e-56	MP	SCIN
LIMS1	2.1537045035186e-58	0.449418249154623	0.752	0.831	4.30740900703719e-55	MP	LIMS1
ALCAM1	4.93237490981644e-58	0.427569566974978	0.68	0.728	9.86474981963288e-55	MP	ALCAM
AOAH	7.91332974225919e-58	0.492208830284706	0.914	0.775	1.58266594845184e-54	MP	AOAH
ACSL4	1.98621349134316e-57	0.450247010637632	0.876	0.768	3.97242698268633e-54	MP	ACSL4
EMP11	4.55765714749211e-57	0.588115466555816	0.93	0.806	9.11531429498422e-54	MP	EMP1
DBI	8.06685945506076e-57	0.703371983007102	0.842	0.79	1.61337189101215e-53	MP	DBI
CHCHD10	1.16669471325441e-56	0.665279238480366	0.851	0.801	2.33338942650882e-53	MP	CHCHD10
NFKBIA1	9.24214714350529e-56	0.852875813121645	0.962	0.891	1.84842942870106e-52	MP	NFKBIA
EGR2	4.1798528223833e-55	0.315251220023063	0.907	0.806	8.35970564476659e-52	MP	EGR2
RPL23	9.20752653065191e-55	0.570631588727813	0.978	0.977	1.84150530613038e-51	MP	RPL23
STMN1	2.43751701778134e-54	0.687835873009857	0.924	0.874	4.87503403556268e-51	MP	STMN1
RRP12	2.62900291390983e-54	0.271041681917946	0.688	0.712	5.25800582781967e-51	MP	RRP12
ZFP36L11	7.84133168411765e-54	0.856115426120293	0.965	0.905	1.56826633682353e-50	MP	ZFP36L1
ITGA5	2.71262070791621e-53	0.259824483599428	0.575	0.685	5.42524141583243e-50	MP	ITGA5
STAT1	3.45336647624599e-53	0.389248655497828	0.849	0.58	6.90673295249199e-50	MP	STAT1
ICAM4	8.78218088421242e-53	0.253283788045796	0.789	0.653	1.75643617684248e-49	MP	ICAM4
TUBA1C	2.65235856425434e-52	0.484599609014369	0.718	0.684	5.30471712850869e-49	MP	TUBA1C
SRGAP3	1.52146244202332e-51	0.343630767439076	0.843	0.717	3.04292488404665e-48	MP	SRGAP3
EPSTI1	9.84255533941996e-51	0.278821936369519	0.838	0.594	1.96851106788399e-47	MP	EPSTI1
SOX41	8.74904158248198e-50	0.381319605184695	0.826	0.687	1.7498083164964e-46	MP	SOX4
SESN3	1.99817268864471e-49	0.393469020928222	0.851	0.827	3.99634537728942e-46	MP	SESN3
TMEM70	1.41293074689116e-48	0.481018482183281	0.837	0.737	2.82586149378233e-45	MP	TMEM70
PDXK	3.59290101633435e-48	0.355172329762615	0.707	0.659	7.1858020326687e-45	MP	PDXK
CD91	6.76232582077492e-48	0.318402755563994	0.567	0.702	1.35246516415498e-44	MP	CD9
FERMT3	4.67656452301598e-47	0.502434322138061	0.923	0.838	9.35312904603195e-44	MP	FERMT3
CD55	7.28112189204908e-47	0.352816407927087	0.966	0.802	1.45622437840982e-43	MP	CD55
ST6GAL1	7.70809550457964e-47	0.308963383104879	0.86	0.641	1.54161910091593e-43	MP	ST6GAL1
PDE4DIP	1.73090703777094e-46	0.425237133758127	0.719	0.711	3.46181407554188e-43	MP	PDE4DIP
CYBA	1.82577084753247e-46	0.506725026401451	0.972	0.968	3.65154169506495e-43	MP	CYBA
EAF2	2.18608979910265e-46	0.278300742678518	0.85	0.841	4.3721795982053e-43	MP	EAF2
TSPAN31	6.58224354217976e-46	0.2867742624976	0.771	0.522	1.31644870843595e-42	MP	TSPAN3
MGLL	9.51703557492134e-46	0.290684015872049	0.773	0.668	1.90340711498427e-42	MP	MGLL
RRBP1	2.20430528464063e-45	0.471275429669165	0.91	0.739	4.40861056928126e-42	MP	RRBP1
